species,year,Antibiotic_1,Antibiotic_2,Antibiotic_3,S1S2S3,S1S2R3,S1R2S3,R1S2S3,S1R2R3,R1S2R3,R1R2S3,R1R2R3,S1S2S3_observed,S1S2R3_observed,S1R2S3_observed,R1S2S3_observed,S1R2R3_observed,R1S2R3_observed,R1R2S3_observed,R1R2R3_observed,S1S2S3_predicted,S1S2R3R_predicted,S1R2S3_predicted,R1S2S3_predicted,S1R2R3_predicted,R1S2R3R_predicted,R1R2S3_predicted,R1R2R3_predicted
E. coli,2017/18,CEFTAZIDIME,CIPROFLOXACIN,PIPERACILLIN_TAZOBACTAM,35252,597,4573,346,271,66,644,68,0.843006433,0.01427649,0.109357438,0.008274147,0.006480618,0.001578305,0.015400435,0.001626133,0.838068158,0.016885164,0.1179344,0.014165409,0.004438251,0.000711226,0.007128828,0.000668563
E. coli,2017/18,CEFTAZIDIME,CIPROFLOXACIN,SULFA_TRIMETHOPRIM,31422,4590,2811,312,2088,108,259,470,0.747075606,0.109129815,0.066833096,0.007417974,0.049643367,0.00256776,0.00615787,0.011174513,0.734634626,0.124843582,0.084276846,0.010246322,0.033977395,0.003966505,0.004198691,0.003856034
E. coli,2017/18,CEFTAZIDIME,CIPROFLOXACIN,TOBRAMYCIN,29622,698,3306,283,602,28,268,210,0.845931976,0.019933175,0.094411286,0.008081789,0.01719165,0.000799612,0.007653425,0.005997087,0.841295224,0.026045568,0.104415861,0.011021917,0.009889087,0.001128668,0.004723852,0.001479823
E. coli,2017/18,CEFTAZIDIME,GENTAMICIN,LEVOFLOXACIN,29009,3348,966,311,558,478,55,227,0.829966812,0.09578851,0.027637903,0.008897917,0.015964752,0.013675898,0.001573587,0.006494621,0.823797387,0.107423039,0.033362582,0.014214636,0.010560103,0.007126565,0.001585816,0.001929873
E. coli,2017/18,CEFTAZIDIME,GENTAMICIN,NITROFURANTOIN,36784,756,1760,735,72,77,234,47,0.909032497,0.018682812,0.043494378,0.018163845,0.001779315,0.001902879,0.005782775,0.001161498,0.906954545,0.019807021,0.046188948,0.02114949,0.001653811,0.001127316,0.002868217,0.000250652
E. coli,2017/18,CEFTAZIDIME,GENTAMICIN,PIPERACILLIN_TAZOBACTAM,38063,748,1770,735,121,107,255,28,0.91001028,0.017883186,0.042317164,0.017572381,0.002892868,0.002558156,0.006096541,0.000669424,0.907233131,0.019892331,0.045750421,0.02106656,0.001833007,0.001154839,0.002790221,0.000279491
E. coli,2017/18,CEFTAZIDIME,GENTAMICIN,SULFA_TRIMETHOPRIM,33645,5372,594,456,1308,403,115,176,0.799757541,0.127694977,0.014119661,0.010839335,0.031091778,0.0095795,0.002733604,0.004183603,0.790512651,0.143690798,0.025166725,0.015147327,0.016082303,0.006276964,0.001271234,0.001851998
E. coli,2017/18,CEFTAZIDIME,GENTAMICIN,TOBRAMYCIN,32549,152,386,529,1149,70,22,169,0.929281105,0.004339633,0.011020385,0.015103066,0.032804203,0.001998515,0.000628105,0.004824987,0.934764981,0.015220156,0.02249244,0.01636373,0.00803478,0.000882902,0.001026233,0.001214778
E. coli,2017/18,CEFTAZIDIME,LEVOFLOXACIN,NITROFURANTOIN,28299,535,3457,322,203,25,572,95,0.844544586,0.015966336,0.103169392,0.009609645,0.006058255,0.00074609,0.01707055,0.002835144,0.840041451,0.017912971,0.112291024,0.015462114,0.004655537,0.000792396,0.008043097,0.00080141
E. coli,2017/18,CEFTAZIDIME,LEVOFLOXACIN,PIPERACILLIN_TAZOBACTAM,29288,520,3624,299,229,60,623,63,0.843888665,0.014983,0.104419985,0.008615225,0.006598283,0.001728808,0.017950787,0.001815248,0.838522858,0.017710964,0.11421908,0.015402245,0.004518068,0.000787653,0.008066582,0.000772551
E. coli,2017/18,CEFTAZIDIME,LEVOFLOXACIN,SULFA_TRIMETHOPRIM,26211,3758,2248,261,1656,105,246,458,0.750107318,0.107546576,0.064333343,0.007469307,0.047391466,0.003004894,0.007040037,0.01310706,0.738037291,0.122969269,0.08176208,0.010886214,0.032832618,0.004382239,0.004634229,0.004496059
E. coli,2017/18,CEFTAZIDIME,LEVOFLOXACIN,TOBRAMYCIN,23755,518,2472,228,449,28,256,198,0.85131164,0.018563647,0.08858945,0.008170872,0.016090883,0.00100344,0.009174312,0.007095757,0.846990711,0.024539299,0.099095316,0.011816402,0.009266634,0.00121832,0.005307178,0.00176614
E. coli,2017/18,CEFTAZIDIME,NITROFURANTOIN,PIPERACILLIN_TAZOBACTAM,37567,769,773,838,39,112,103,14,0.934153923,0.019122218,0.019221683,0.020837996,0.000969787,0.00278503,0.002561233,0.000348129,0.932656554,0.020506684,0.020500032,0.023001116,0.000732015,0.001274775,0.001219097,0.000109727
E. coli,2017/18,CEFTAZIDIME,NITROFURANTOIN,SULFA_TRIMETHOPRIM,32447,6096,530,499,291,470,44,78,0.802051662,0.150685947,0.013100976,0.012334693,0.007193178,0.011617847,0.001087628,0.001928068,0.797625368,0.156707916,0.015365701,0.016228651,0.005421912,0.007278165,0.000760073,0.000612213
E. coli,2017/18,CEFTAZIDIME,NITROFURANTOIN,TOBRAMYCIN,30910,1191,570,460,42,197,56,21,0.924148653,0.035608575,0.017041887,0.013753102,0.001255718,0.005889915,0.001674291,0.000627859,0.922298384,0.038394861,0.017989446,0.016892827,0.001129445,0.002309634,0.000816949,0.000168454
E. coli,2017/18,CEFTAZIDIME,PIPERACILLIN_TAZOBACTAM,SULFA_TRIMETHOPRIM,33604,6225,459,490,409,499,72,62,0.803538977,0.148852224,0.01097561,0.011716882,0.00978001,0.01193209,0.001721664,0.001482544,0.798026587,0.156400638,0.014702318,0.016152603,0.006110761,0.007166889,0.000742002,0.000698203
E. coli,2017/18,CEFTAZIDIME,PIPERACILLIN_TAZOBACTAM,TOBRAMYCIN,32130,1215,621,477,78,195,58,36,0.923010629,0.034903763,0.017839701,0.013702959,0.002240735,0.005601839,0.001666188,0.001034186,0.920998204,0.038053964,0.019242499,0.016710624,0.001566628,0.002283368,0.000901886,0.000242828
E. coli,2017/18,CEFTAZIDIME,SULFA_TRIMETHOPRIM,TOBRAMYCIN,28187,455,4747,338,846,84,213,154,0.804791,0.012991092,0.135535633,0.009650525,0.024154865,0.002398355,0.006081544,0.004396985,0.798046995,0.021803511,0.147054127,0.012529582,0.013123594,0.001131959,0.004872383,0.001437849
E. coli,2017/18,CEFTRIAXONE,CEFUROXIME,CIPROFLOXACIN,9564,1349,992,17,423,3,133,155,0.75688509,0.106758468,0.078505856,0.001345362,0.033475783,0.000237417,0.010525483,0.01226654,0.750681403,0.115536911,0.092625943,0.003830844,0.027202102,0.001476932,0.004981345,0.003664521
E. coli,2017/18,CEFTRIAXONE,CEFUROXIME,GENTAMICIN,10374,539,1313,18,102,2,231,57,0.820987654,0.042655904,0.103909465,0.001424501,0.008072175,0.000158278,0.018281102,0.004510921,0.8195554,0.043793018,0.113751868,0.005121172,0.008548914,0.000568781,0.00749074,0.001170108
E. coli,2017/18,CEFTRIAXONE,CEFUROXIME,LEVOFLOXACIN,4185,617,287,6,138,2,72,129,0.76986755,0.113502575,0.052796174,0.001103753,0.025386313,0.000367918,0.013245033,0.023730684,0.768843102,0.121407857,0.066943668,0.004144461,0.023721409,0.002064158,0.006080082,0.006795262
E. coli,2017/18,CEFTRIAXONE,CEFUROXIME,NITROFURANTOIN,9645,117,1297,17,40,1,223,23,0.848807533,0.010296577,0.114142392,0.001496084,0.003520197,8.80E+09,0.019625099,0.002024113,0.847378522,0.01121725,0.124383288,0.005388918,0.003033276,0.000188325,0.007901711,0.000508709
E. coli,2017/18,CEFTRIAXONE,CEFUROXIME,PIPERACILLIN_TAZOBACTAM,10641,167,1321,19,85,0,240,29,0.851143817,0.013357863,0.105663094,0.001519757,0.006798912,0,0.019196928,0.002319629,0.849101694,0.015425445,0.117193237,0.005238559,0.004596761,0.000219402,0.007542825,0.000682078
E. coli,2017/18,CEFTRIAXONE,CEFUROXIME,SULFA_TRIMETHOPRIM,9014,1899,1075,17,340,3,157,131,0.713358658,0.1502849,0.085074391,0.001345362,0.026907249,0.000237417,0.012424818,0.010367205,0.710242054,0.153548898,0.094460439,0.003993005,0.027514273,0.001608107,0.005596526,0.003036697
E. coli,2017/18,CEFTRIAXONE,CEFUROXIME,TOBRAMYCIN,9779,417,1271,17,105,3,210,54,0.82481444,0.035172065,0.107203104,0.001433873,0.008856275,0.000253036,0.017712551,0.004554656,0.82273216,0.037026516,0.117518413,0.005222643,0.008369144,0.000541895,0.007377861,0.001211368
E. coli,2017/18,CEFTRIAXONE,CIPROFLOXACIN,GENTAMICIN,39431,1363,4763,548,750,97,847,324,0.819379507,0.028323255,0.098975542,0.011387486,0.015585063,0.002015668,0.017600731,0.006732747,0.81212257,0.033935178,0.111836328,0.018142985,0.010699702,0.001904685,0.009157413,0.002201139
E. coli,2017/18,CEFTRIAXONE,CIPROFLOXACIN,LEVOFLOXACIN,29858,14,26,486,3745,1,4,886,0.852598515,0.000399772,0.000742433,0.013877784,0.106938892,2.86E+09,0.00011422,0.025299829,0.911214461,0.007185328,0.01017984,0.014898125,0.044857441,0.000445661,0.000633266,0.010585878
E. coli,2017/18,CEFTRIAXONE,CIPROFLOXACIN,NITROFURANTOIN,38362,691,4879,556,262,49,963,132,0.835882686,0.015056434,0.106310193,0.012114873,0.005708807,0.001067678,0.020983135,0.002876193,0.830460032,0.017000352,0.116740314,0.01937315,0.00450077,0.000922149,0.010097995,0.000905238
E. coli,2017/18,CEFTRIAXONE,CIPROFLOXACIN,PIPERACILLIN_TAZOBACTAM,39872,732,5115,544,338,82,987,94,0.834770957,0.01532535,0.107089021,0.011389331,0.007076459,0.001716774,0.020664098,0.001968009,0.828580443,0.018135043,0.117985179,0.018979358,0.004841519,0.000913242,0.009690956,0.000874261
E. coli,2017/18,CEFTRIAXONE,CIPROFLOXACIN,SULFA_TRIMETHOPRIM,35565,5222,3183,469,2327,176,414,754,0.739243401,0.108542922,0.066160881,0.009748493,0.048368323,0.003658283,0.00860528,0.015672417,0.726395306,0.124094719,0.084353271,0.013789474,0.0344586,0.005477332,0.005862775,0.005568523
E. coli,2017/18,CEFTRIAXONE,CIPROFLOXACIN,TOBRAMYCIN,32147,737,3513,438,597,57,472,329,0.839566466,0.019247845,0.091747192,0.011439018,0.015591538,0.001488639,0.012326978,0.008592322,0.834446243,0.025193412,0.10316497,0.016354553,0.009618577,0.001662697,0.007275413,0.002284136
E. coli,2017/18,CEFTRIAXONE,GENTAMICIN,LEVOFLOXACIN,28944,3230,944,409,533,630,81,258,0.826286791,0.092209312,0.026949099,0.01167604,0.015215964,0.017985098,0.00231237,0.007365326,0.819139494,0.105400811,0.032796785,0.018847889,0.010222951,0.009201075,0.002011826,0.002379169
E. coli,2017/18,CEFTRIAXONE,GENTAMICIN,NITROFURANTOIN,41331,867,1923,1182,86,127,340,54,0.900261381,0.018884775,0.041886299,0.025746025,0.00187323,0.002766282,0.007405794,0.001176214,0.897490476,0.020370209,0.045180942,0.029651586,0.001668055,0.001563552,0.003753251,0.00032193
E. coli,2017/18,CEFTRIAXONE,GENTAMICIN,PIPERACILLIN_TAZOBACTAM,43042,928,1958,1175,143,139,358,38,0.900818317,0.019421946,0.040978632,0.024591365,0.002992821,0.002909106,0.007492518,0.000795295,0.897560779,0.021509976,0.044902787,0.02863836,0.001936564,0.00151165,0.003598096,0.000341789
E. coli,2017/18,CEFTRIAXONE,GENTAMICIN,SULFA_TRIMETHOPRIM,38098,6098,659,710,1455,686,174,246,0.791630304,0.126709055,0.013693222,0.01475294,0.030233138,0.014254249,0.003615509,0.005111582,0.780936327,0.144139357,0.02502295,0.020961285,0.015785299,0.008998747,0.001684464,0.002471572
E. coli,2017/18,CEFTRIAXONE,GENTAMICIN,TOBRAMYCIN,35237,137,431,879,1198,133,31,254,0.92002611,0.003577023,0.011253264,0.022950392,0.031279373,0.003472585,0.000809399,0.006631854,0.924762082,0.015469039,0.022445001,0.024983858,0.007698094,0.001408725,0.001499557,0.001733644
E. coli,2017/18,CEFTRIAXONE,LEVOFLOXACIN,NITROFURANTOIN,28212,522,3321,419,195,39,736,110,0.840793944,0.015557013,0.098974787,0.012487334,0.005811528,0.001162306,0.021934792,0.003278298,0.835292376,0.017631068,0.109988974,0.020182807,0.004547508,0.001014722,0.01032567,0.001016876
E. coli,2017/18,CEFTRIAXONE,LEVOFLOXACIN,PIPERACILLIN_TAZOBACTAM,29192,520,3483,421,228,64,798,69,0.83945363,0.014953271,0.10015816,0.012106398,0.006556434,0.001840403,0.02294752,0.001984184,0.833032298,0.017699869,0.111936774,0.020557051,0.004460889,0.000953564,0.010450352,0.000909202
E. coli,2017/18,CEFTRIAXONE,LEVOFLOXACIN,SULFA_TRIMETHOPRIM,26153,3729,2215,344,1546,146,304,583,0.746801828,0.10648201,0.063249572,0.009822958,0.044146202,0.004169046,0.008680754,0.01664763,0.734906499,0.12118991,0.080388635,0.014223237,0.031868768,0.005769155,0.005900352,0.005753445
E. coli,2017/18,CEFTRIAXONE,LEVOFLOXACIN,TOBRAMYCIN,23651,495,2352,331,395,51,373,255,0.847614952,0.017740028,0.084292012,0.011862524,0.014156184,0.00182776,0.013367738,0.009138802,0.842840334,0.023527848,0.095828038,0.017443314,0.008658632,0.00173523,0.007539069,0.002427535
E. coli,2017/18,CEFTRIAXONE,NITROFURANTOIN,PIPERACILLIN_TAZOBACTAM,42101,923,877,1303,58,136,146,20,0.923997015,0.020257221,0.019247652,0.028597138,0.001272935,0.002984813,0.003204284,0.000438943,0.922180558,0.021762584,0.02087081,0.030967209,0.000870683,0.001587133,0.001614725,0.000146297
E. coli,2017/18,CEFTRIAXONE,NITROFURANTOIN,SULFA_TRIMETHOPRIM,36459,6793,606,747,339,774,72,107,0.794365645,0.148005316,0.013203477,0.016275574,0.007386104,0.016863847,0.00156873,0.002331307,0.788539552,0.155992071,0.015734199,0.021980873,0.005597845,0.010281259,0.001017924,0.000856276
E. coli,2017/18,CEFTRIAXONE,NITROFURANTOIN,TOBRAMYCIN,33312,1211,614,757,41,325,90,30,0.915667949,0.033287521,0.016877405,0.020808136,0.001126993,0.00893348,0.002473887,0.000824629,0.913049789,0.037243133,0.018078712,0.025540489,0.001102925,0.003510893,0.00122268,0.000251379
E. coli,2017/18,CEFTRIAXONE,PIPERACILLIN_TAZOBACTAM,SULFA_TRIMETHOPRIM,37995,6999,566,743,504,789,100,76,0.795340367,0.146508415,0.011847944,0.015553044,0.010550113,0.016515951,0.002093276,0.00159089,0.788420104,0.155935642,0.015941926,0.021510446,0.006562374,0.009769854,0.000955971,0.000903683
E. coli,2017/18,CEFTRIAXONE,PIPERACILLIN_TAZOBACTAM,TOBRAMYCIN,34782,1236,693,818,92,329,75,49,0.913536797,0.032463098,0.018201397,0.021484478,0.002416347,0.008641067,0.001969848,0.001286967,0.910770305,0.036946974,0.019748745,0.025786672,0.001637217,0.00351761,0.001245317,0.00034716
E. coli,2017/18,CEFTRIAXONE,SULFA_TRIMETHOPRIM,TOBRAMYCIN,30551,470,5114,520,865,134,389,252,0.797780389,0.012273143,0.133542238,0.013578796,0.022587805,0.003499151,0.010157984,0.006580494,0.790126662,0.021313614,0.145983993,0.018315489,0.012724818,0.001664068,0.007630989,0.002240368
E. coli,2017/18,CEFUROXIME,CIPROFLOXACIN,GENTAMICIN,12331,469,1602,1144,248,62,511,114,0.748194891,0.028457011,0.09720284,0.069413264,0.015047631,0.003761908,0.0310054,0.006917056,0.737148372,0.033195181,0.110973977,0.077983058,0.010419886,0.005048246,0.022230641,0.00300064
E. coli,2017/18,CEFUROXIME,CIPROFLOXACIN,LEVOFLOXACIN,5678,5,25,390,891,2,7,295,0.778554779,0.000685589,0.003427945,0.053475936,0.122171946,0.000274236,0.000959824,0.040449746,0.825099953,0.011107981,0.024055682,0.057174758,0.058048012,0.00167963,0.003644324,0.019189661
E. coli,2017/18,CEFUROXIME,CIPROFLOXACIN,NITROFURANTOIN,11542,91,1560,1112,62,21,522,46,0.771730409,0.006084515,0.104305964,0.074351431,0.004145493,0.001404119,0.03490238,0.003075689,0.762904144,0.007756075,0.115551605,0.084080695,0.002843966,0.00160178,0.024148044,0.001113691
E. coli,2017/18,CEFUROXIME,CIPROFLOXACIN,PIPERACILLIN_TAZOBACTAM,10830,142,1612,1105,67,56,533,61,0.751770096,0.009857004,0.11189782,0.076704151,0.00465084,0.003887269,0.036998473,0.004234347,0.741839607,0.012383957,0.123025433,0.087557848,0.003895061,0.003014064,0.026550618,0.001733413
E. coli,2017/18,CEFUROXIME,CIPROFLOXACIN,SULFA_TRIMETHOPRIM,11136,1666,1038,1016,812,190,315,310,0.675605169,0.101073834,0.062973973,0.061639265,0.049262877,0.011527028,0.019110599,0.018807256,0.658303074,0.116071338,0.083502188,0.066808697,0.034306735,0.01600273,0.016048128,0.008957109
E. coli,2017/18,CEFUROXIME,CIPROFLOXACIN,TOBRAMYCIN,11876,308,1498,1135,252,45,456,132,0.756336772,0.019615336,0.09540186,0.072283786,0.016048911,0.002865877,0.029040887,0.008406572,0.745803054,0.025137352,0.109535571,0.080052453,0.009936235,0.00439803,0.02189925,0.003238054
E. coli,2017/18,CEFUROXIME,GENTAMICIN,LEVOFLOXACIN,5496,780,208,374,116,237,23,60,0.753496024,0.106937209,0.028516589,0.051275021,0.015903482,0.03249246,0.003153277,0.008225939,0.741757089,0.122367864,0.033433334,0.061058529,0.011566295,0.021982179,0.004464283,0.003370428
E. coli,2017/18,CEFUROXIME,GENTAMICIN,NITROFURANTOIN,12459,144,642,1490,9,50,144,17,0.833099298,0.009628887,0.042928786,0.09963223,0.000601805,0.003343363,0.009628887,0.001136744,0.830579204,0.010585317,0.044809935,0.102536443,0.000880731,0.002448606,0.007869924,0.000289839
E. coli,2017/18,CEFUROXIME,GENTAMICIN,PIPERACILLIN_TAZOBACTAM,11786,186,655,1484,23,102,154,15,0.818188129,0.012912183,0.045470323,0.103019785,0.001596668,0.007080875,0.010690732,0.001041305,0.814310739,0.015548784,0.047847633,0.107544376,0.001344075,0.004234328,0.008667987,0.000502079
E. coli,2017/18,CEFUROXIME,GENTAMICIN,SULFA_TRIMETHOPRIM,11952,1982,223,1252,494,403,79,97,0.725154714,0.120252397,0.013529911,0.075961655,0.029972091,0.024450916,0.004793108,0.005885208,0.713429514,0.136736148,0.024475043,0.081295538,0.015440258,0.021176497,0.004009357,0.003437645
E. coli,2017/18,CEFUROXIME,GENTAMICIN,TOBRAMYCIN,13197,59,176,1565,501,35,26,142,0.840519712,0.003757722,0.011209477,0.09967518,0.031908796,0.002229157,0.001655945,0.00904401,0.845534404,0.013807091,0.022352312,0.101322453,0.008160783,0.002696799,0.003840638,0.002285519
E. coli,2017/18,CEFUROXIME,LEVOFLOXACIN,NITROFURANTOIN,4822,32,685,330,41,9,226,29,0.781017169,0.005183026,0.110949142,0.053449951,0.006640752,0.001457726,0.036605118,0.004697117,0.771093039,0.007919808,0.125399692,0.064749527,0.004002121,0.001510063,0.023614465,0.001711285
E. coli,2017/18,CEFUROXIME,LEVOFLOXACIN,PIPERACILLIN_TAZOBACTAM,5102,72,788,363,43,23,246,27,0.765606242,0.010804322,0.118247299,0.054471789,0.006452581,0.003451381,0.036914766,0.004051621,0.754858447,0.013906682,0.131588521,0.06629747,0.004784076,0.00250461,0.024252126,0.001808069
E. coli,2017/18,CEFUROXIME,LEVOFLOXACIN,SULFA_TRIMETHOPRIM,4944,760,508,324,388,73,125,172,0.677817384,0.104195229,0.069646285,0.044420071,0.053194406,0.010008226,0.017137373,0.023581026,0.659816909,0.120397115,0.09064976,0.04995445,0.039124774,0.014673499,0.01497739,0.010406104
E. coli,2017/18,CEFUROXIME,LEVOFLOXACIN,TOBRAMYCIN,5011,126,699,358,113,13,201,65,0.760856362,0.019131491,0.106134224,0.054357729,0.017157607,0.001973884,0.030519283,0.00986942,0.749827417,0.024683282,0.122055991,0.063049455,0.01110526,0.003789513,0.021857966,0.003631114
E. coli,2017/18,CEFUROXIME,NITROFURANTOIN,PIPERACILLIN_TAZOBACTAM,11104,163,135,1481,0,90,55,7,0.851860376,0.012504795,0.010356732,0.113617185,0,0.006904488,0.004219409,0.000537016,0.849379661,0.014503255,0.01142391,0.117251275,0.000264069,0.004177741,0.002862039,0.000138051
E. coli,2017/18,CEFUROXIME,NITROFURANTOIN,SULFA_TRIMETHOPRIM,10932,2171,110,1213,43,421,34,33,0.730895233,0.145149428,0.007354416,0.081099151,0.002874908,0.028147356,0.002273183,0.002206325,0.725703408,0.15012148,0.008538901,0.086121022,0.002777746,0.024006155,0.001898904,0.000832383
E. coli,2017/18,CEFUROXIME,NITROFURANTOIN,TOBRAMYCIN,12001,497,128,1440,9,145,48,15,0.840229644,0.034796611,0.008961703,0.100819156,0.00063012,0.010151929,0.003360639,0.0010502,0.83725015,0.037374012,0.010030805,0.104433197,0.000756568,0.007484259,0.00238251,0.000288498
E. coli,2017/18,CEFUROXIME,PIPERACILLIN_TAZOBACTAM,SULFA_TRIMETHOPRIM,10209,2233,102,1225,107,413,53,64,0.708663057,0.155004859,0.007080383,0.085034014,0.007427461,0.02866861,0.003679023,0.004442593,0.702436591,0.160975761,0.010599904,0.089729244,0.005303855,0.026370818,0.002792137,0.001791689
E. coli,2017/18,CEFUROXIME,PIPERACILLIN_TAZOBACTAM,TOBRAMYCIN,11227,507,172,1440,29,144,82,26,0.823879064,0.037205548,0.012622,0.105672562,0.002128128,0.010567256,0.006017465,0.001907977,0.819857053,0.040303315,0.015194734,0.110069409,0.001533228,0.008339449,0.004069873,0.00063294
E. coli,2017/18,CEFUROXIME,SULFA_TRIMETHOPRIM,TOBRAMYCIN,11382,195,1992,1231,365,71,360,106,0.724875812,0.0124188,0.12686282,0.078397656,0.023245446,0.004521717,0.022927016,0.006750732,0.715299009,0.021256052,0.139373067,0.082736954,0.012762449,0.004007585,0.021374524,0.003190361
E. coli,2017/18,CIPROFLOXACIN,GENTAMICIN,LEVOFLOXACIN,32253,19,1145,39,2,4553,8,960,0.827445548,0.000487442,0.029374792,0.001000539,5.13E+09,0.116806486,0.000205239,0.024628646,0.884122458,0.008341948,0.03149549,0.012510916,0.000721391,0.050984695,0.001085408,0.010737693
E. coli,2017/18,CIPROFLOXACIN,GENTAMICIN,NITROFURANTOIN,43758,753,1606,6281,43,370,1231,121,0.807894688,0.01390248,0.029651238,0.115964773,0.0007939,0.006831232,0.022727692,0.002233997,0.801034942,0.015896001,0.036711613,0.126003723,0.001169221,0.00482594,0.013527066,0.000831493
E. coli,2017/18,CIPROFLOXACIN,GENTAMICIN,PIPERACILLIN_TAZOBACTAM,43647,781,1586,6057,68,349,1108,122,0.812520943,0.014538888,0.029524554,0.112755501,0.00126587,0.006496891,0.020626233,0.00227112,0.806029498,0.016650245,0.036207074,0.121813781,0.001317339,0.004709148,0.012426781,0.000846134
E. coli,2017/18,CIPROFLOXACIN,GENTAMICIN,SULFA_TRIMETHOPRIM,41569,4992,511,3942,1219,3216,558,898,0.730498199,0.087725156,0.008979879,0.06927335,0.021421668,0.056515245,0.009805817,0.015780687,0.709349842,0.115734772,0.020955742,0.090952275,0.011329677,0.036931754,0.006286792,0.008459146
E. coli,2017/18,CIPROFLOXACIN,GENTAMICIN,TOBRAMYCIN,37307,41,444,4991,908,411,94,1027,0.824956328,0.000906618,0.009818013,0.110364195,0.020078279,0.009088296,0.002078588,0.022709683,0.829217184,0.013590845,0.017793205,0.115742579,0.005350229,0.006362626,0.005946342,0.005996988
E. coli,2017/18,CIPROFLOXACIN,LEVOFLOXACIN,NITROFURANTOIN,31476,584,19,40,2,1,4757,353,0.845401805,0.015685432,0.000510314,0.001074345,5.37E+09,2.69E+09,0.127766437,0.009481092,0.902090027,0.016764487,0.008987613,0.012589953,0.000334237,0.000465965,0.054715357,0.00405236
E. coli,2017/18,CIPROFLOXACIN,LEVOFLOXACIN,PIPERACILLIN_TAZOBACTAM,32064,594,20,38,0,4,4799,323,0.84731251,0.015696845,0.000528513,0.001004175,0,0.000105703,0.126816764,0.00853549,0.903748117,0.016783438,0.008665229,0.012584068,0.000305247,0.000446572,0.05384292,0.003624409
E. coli,2017/18,CIPROFLOXACIN,LEVOFLOXACIN,SULFA_TRIMETHOPRIM,29152,4241,13,26,8,21,2928,2582,0.748043417,0.108824511,0.000333581,0.000667163,0.000205281,0.000538862,0.075132791,0.066254394,0.799926921,0.116692152,0.006368718,0.009550933,0.002281218,0.003426546,0.032831627,0.028921886
E. coli,2017/18,CIPROFLOXACIN,LEVOFLOXACIN,TOBRAMYCIN,26598,623,13,28,3,7,3285,910,0.84526647,0.019798519,0.000413131,0.000889821,9.53E+09,0.000222455,0.104395081,0.028919185,0.901930401,0.021278789,0.007695792,0.0114113,0.000621041,0.000923478,0.043968278,0.012170922
E. coli,2017/18,CIPROFLOXACIN,NITROFURANTOIN,PIPERACILLIN_TAZOBACTAM,42610,749,712,6339,44,372,388,41,0.831333528,0.014613208,0.013891328,0.123675739,0.000858453,0.007257829,0.007569993,0.000799922,0.8277219,0.016947189,0.016384385,0.128320163,0.000616206,0.004811607,0.004863561,0.00033499
